"date","city","max_gust","average_daily_temp","average_daily_rain","weekday","period_of_year"
2020-06-07,Tirana,"9 km/h",19.875,0.125,"0","0"
2020-06-08,Tirana,"9 km/h",19.75,0.0125,"1","0"
2020-06-09,Tirana,"9 km/h",20.875,0.5625,"1","0"
2020-06-10,Tirana,"8 km/h",19.625,1.9999999999999998,"1","0"
2020-06-11,Tirana,"9 km/h",18.25,0.47500000000000003,"1","0"
2020-06-12,Tirana,"8 km/h",18.875,0.025,"1","0"
2020-06-13,Tirana,"9 km/h",18.75,0.0125,"0","0"
2020-06-14,Tirana,"9 km/h",20.5,0.0,"0","0"
2020-06-15,Tirana,"9 km/h",21.0,0.075,"1","0"
2020-06-16,Tirana,"9 km/h",18.5,0.7374999999999999,"1","0"
2020-06-17,Tirana,"9 km/h",19.0,0.6375,"1","0"
2020-06-18,Tirana,"9 km/h",20.75,0.1625,"1","0"
2020-06-19,Tirana,"7 km/h",21.375,0.0,"1","0"
2020-06-20,Tirana,"7 km/h",22.0,0.0,"0","0"
2020-06-21,Tirana,"8 km/h",20.25,0.7625,"0","0"
2020-06-22,Tirana,"9 km/h",20.375,0.5875,"1","1"
2020-06-23,Tirana,"9 km/h",20.625,0.26250000000000007,"1","1"
2020-06-24,Tirana,"9 km/h",23.75,0.33749999999999997,"1","1"
2020-06-25,Tirana,"9 km/h",23.875,0.35,"1","1"
2020-06-26,Tirana,"9 km/h",25.25,0.45000000000000007,"1","1"
2020-06-27,Tirana,"9 km/h",25.75,0.09999999999999999,"0","1"
2020-06-28,Tirana,"8 km/h",25.75,0.17500000000000002,"0","1"
2020-06-29,Tirana,"9 km/h",25.875,0.0,"1","1"
2020-06-30,Tirana,"9 km/h",26.875,0.0,"1","1"
2020-07-01,Tirana,"9 km/h",28.0,0.0,"1","1"
2020-07-02,Tirana,"9 km/h",28.125,0.0,"1","1"
2020-07-03,Tirana,"8 km/h",29.125,0.0,"1","1"
2020-07-04,Tirana,"8 km/h",28.0,0.025,"0","1"
2020-07-05,Tirana,"9 km/h",27.5,0.025,"0","1"
2020-07-06,Tirana,"8 km/h",25.875,0.0125,"1","1"
2020-07-07,Tirana,"9 km/h",27.5,0.0125,"1","1"
2020-07-08,Tirana,"8 km/h",23.75,0.0,"1","1"
2020-07-09,Tirana,"9 km/h",25.75,0.0,"1","1"
2020-07-10,Tirana,"9 km/h",27.625,0.0,"1","1"
2020-07-11,Tirana,"9 km/h",27.125,0.075,"0","1"
2020-07-12,Tirana,"6 km/h",27.875,0.05,"0","1"
2020-07-13,Tirana,"8 km/h",25.75,0.0125,"1","1"
2020-07-14,Tirana,"9 km/h",23.125,0.0,"1","1"
2020-07-15,Tirana,"9 km/h",24.5,0.0,"1","1"
2020-07-16,Tirana,"9 km/h",24.75,0.0,"1","1"
2020-07-17,Tirana,"8 km/h",24.5,0.0125,"1","1"
2020-07-18,Tirana,"9 km/h",22.25,0.4625,"0","1"
2020-07-19,Tirana,"7 km/h",21.5,0.0,"0","1"
2020-07-20,Tirana,"9 km/h",23.0,0.0,"1","1"
2020-07-21,Tirana,"9 km/h",26.875,0.0,"1","1"
2020-07-22,Tirana,"7 km/h",28.5,0.0,"1","1"
2020-07-23,Tirana,"9 km/h",29.125,0.0,"1","1"
2020-07-24,Tirana,"9 km/h",28.125,0.0,"1","1"
2020-07-25,Tirana,"8 km/h",26.625,0.05,"0","1"
2020-07-26,Tirana,"9 km/h",24.0,0.0625,"0","1"
2020-07-27,Tirana,"7 km/h",26.625,0.0,"1","1"
2020-07-28,Tirana,"9 km/h",29.125,0.0,"1","1"
2020-07-29,Tirana,"8 km/h",30.625,0.0,"1","1"
2020-07-30,Tirana,"9 km/h",32.25,0.0,"1","1"
2020-07-31,Tirana,"8 km/h",31.625,0.0,"1","1"
2020-08-01,Tirana,"9 km/h",29.125,0.05,"0","1"
2020-08-02,Tirana,"9 km/h",30.25,0.0125,"0","1"
2020-08-03,Tirana,"9 km/h",29.875,0.0,"1","1"
2020-08-04,Tirana,"8 km/h",28.75,0.0,"1","1"
2020-08-05,Tirana,"8 km/h",24.5,3.2625000000000006,"1","1"
2020-08-06,Tirana,"9 km/h",22.75,1.0625,"1","1"
2020-08-07,Tirana,"8 km/h",23.75,0.225,"1","1"
2020-08-08,Tirana,"8 km/h",25.625,0.0,"0","1"
2020-08-09,Tirana,"7 km/h",28.25,0.0,"0","1"
2020-08-10,Tirana,"4 km/h",28.25,0.0,"1","1"
2020-08-11,Tirana,"9 km/h",28.125,0.0,"1","1"
2020-08-12,Tirana,"8 km/h",28.625,0.0,"1","1"
2020-08-13,Tirana,"9 km/h",28.0,0.0,"1","1"
2020-08-14,Tirana,"9 km/h",29.125,0.0,"1","1"
2020-08-15,Tirana,"9 km/h",29.125,0.0125,"0","1"
2020-08-16,Tirana,"8 km/h",26.75,0.28750000000000003,"0","1"
2020-08-17,Tirana,"8 km/h",27.875,0.0,"1","1"
2020-08-18,Tirana,"9 km/h",26.625,0.2,"1","1"
2020-08-19,Tirana,"8 km/h",25.125,0.7125,"1","1"
2020-08-20,Tirana,"9 km/h",25.625,0.0,"1","1"
2020-08-21,Tirana,"9 km/h",27.625,0.0,"1","1"
2020-08-22,Tirana,"9 km/h",28.0,0.0,"0","1"
2020-08-23,Tirana,"8 km/h",29.125,0.0,"0","1"
2020-08-24,Tirana,"8 km/h",29.0,0.0,"1","1"
2020-08-25,Tirana,"8 km/h",27.375,0.15,"1","1"
2020-08-26,Tirana,"9 km/h",25.375,0.0,"1","1"
2020-08-27,Tirana,"9 km/h",27.625,0.0,"1","1"
2020-08-28,Tirana,"9 km/h",27.75,0.0,"1","1"
2020-08-29,Tirana,"9 km/h",28.5,0.0,"0","1"
2020-08-30,Tirana,"9 km/h",28.5,0.0,"0","1"
2020-08-31,Tirana,"8 km/h",30.0,0.0,"1","1"
2020-09-01,Tirana,"7 km/h",23.5,0.6375,"1","1"
2020-09-02,Tirana,"9 km/h",23.5,0.0,"1","1"
2020-09-03,Tirana,"9 km/h",23.5,0.0,"1","1"
2020-09-04,Tirana,"9 km/h",23.5,0.0,"1","1"
2020-09-05,Tirana,"6 km/h",24.375,0.0,"0","1"
2020-09-06,Tirana,"9 km/h",25.125,0.0,"0","1"
2020-09-07,Tirana,"8 km/h",25.0,0.0,"1","1"
2020-09-08,Tirana,"8 km/h",26.625,0.0,"1","1"
2020-09-09,Tirana,"9 km/h",28.125,0.0,"1","1"
2020-09-10,Tirana,"9 km/h",26.625,0.0,"1","1"
2020-09-11,Tirana,"9 km/h",28.75,0.0,"1","1"
2020-09-12,Tirana,"9 km/h",27.75,0.0875,"0","1"
2020-09-13,Tirana,"7 km/h",28.0,0.025,"0","1"
2020-09-14,Tirana,"4 km/h",27.75,0.0125,"1","1"
2020-09-15,Tirana,"9 km/h",27.625,0.0,"1","1"
2020-09-16,Tirana,"7 km/h",27.5,0.0,"1","1"
2020-09-17,Tirana,"8 km/h",26.125,0.45,"1","1"
2020-09-18,Tirana,"9 km/h",25.5,0.0625,"1","1"
2020-09-19,Tirana,"9 km/h",24.625,0.0125,"0","1"
2020-09-20,Tirana,"9 km/h",24.5,0.0,"0","1"
2020-09-21,Tirana,"9 km/h",24.375,0.0625,"1","1"
2020-09-22,Tirana,"9 km/h",22.75,0.9874999999999999,"1","2"
2020-09-23,Tirana,"40 km/h",21.625,5.375,"1","2"
2020-09-24,Tirana,"9 km/h",20.375,1.8375,"1","2"
2020-09-25,Tirana,"37 km/h",21.375,0.4875,"1","2"
2020-09-26,Tirana,"35 km/h",15.875,6.312499999999999,"0","2"
2020-09-27,Tirana,"9 km/h",16.375,0.7374999999999999,"0","2"
2020-09-28,Tirana,"45 km/h",17.125,2.5374999999999996,"1","2"
2020-09-29,Tirana,"8 km/h",15.625,5.012500000000001,"1","2"
2020-09-30,Tirana,"9 km/h",15.625,0.3375,"1","2"
2020-10-01,Tirana,"9 km/h",15.875,0.0,"1","2"
2020-10-02,Tirana,"9 km/h",18.25,0.025,"1","2"
2020-10-03,Tirana,"8 km/h",21.0,0.0,"0","2"
2020-10-04,Tirana,"6 km/h",24.75,0.0125,"0","2"
2020-10-05,Tirana,"9 km/h",23.25,0.25,"1","2"
2020-10-06,Tirana,"8 km/h",20.25,2.6625,"1","2"
2020-10-07,Tirana,"8 km/h",17.125,2.7625,"1","2"
2020-10-08,Tirana,"6 km/h",16.125,2.2,"1","2"
2020-10-09,Tirana,"9 km/h",16.25,0.0,"1","2"
2020-10-10,Tirana,"9 km/h",18.125,0.0,"0","2"
2020-10-11,Tirana,"9 km/h",17.125,0.0,"0","2"
2020-10-12,Tirana,"18 km/h",17.25,2.225,"1","2"
2020-10-13,Tirana,"7 km/h",14.25,8.437499999999998,"1","2"
2020-10-14,Tirana,"6 km/h",14.25,1.4375000000000002,"1","2"
2020-10-15,Tirana,"27 km/h",16.875,1.0375,"1","2"
2020-10-16,Tirana,"9 km/h",16.75,6.0625,"1","2"
2020-10-17,Tirana,"9 km/h",15.625,0.025,"0","2"
2020-10-18,Tirana,"9 km/h",14.875,0.0,"0","2"
2020-10-19,Tirana,"8 km/h",15.5,0.0,"1","2"
2020-10-20,Tirana,"9 km/h",15.5,0.0,"1","2"
2020-10-21,Tirana,"9 km/h",16.75,0.0,"1","2"
2020-10-22,Tirana,"8 km/h",16.125,0.0,"1","2"
2020-10-23,Tirana,"8 km/h",17.625,0.0,"1","2"
2020-10-24,Tirana,"7 km/h",16.875,0.0,"0","2"
2020-10-25,Tirana,"8 km/h",15.5,2.6125000000000007,"0","2"
2020-10-26,Tirana,"9 km/h",16.375,0.0,"1","2"
2020-10-27,Tirana,"9 km/h",16.5,0.025,"1","2"
2020-10-28,Tirana,"9 km/h",17.0,0.0,"1","2"
2020-10-29,Tirana,"9 km/h",15.5,0.0375,"1","2"
2020-10-30,Tirana,"9 km/h",15.5,0.25,"1","2"
2020-10-31,Tirana,"9 km/h",15.375,0.0,"0","2"
2020-11-01,Tirana,"8 km/h",16.25,0.0,"0","2"
2020-11-02,Tirana,"8 km/h",16.625,0.0,"1","2"
2020-11-03,Tirana,"9 km/h",14.875,0.0,"1","2"
2020-11-04,Tirana,"8 km/h",15.0,0.0,"1","2"
2020-11-05,Tirana,"9 km/h",17.0,0.28750000000000003,"1","2"
2020-11-06,Tirana,"6 km/h",16.375,0.0,"1","2"
2020-11-07,Tirana,"9 km/h",16.25,0.0,"0","2"
2020-11-08,Tirana,"9 km/h",15.875,0.0,"0","2"
2020-11-09,Tirana,"6 km/h",16.875,0.0,"1","2"
2020-11-10,Tirana,"8 km/h",17.125,0.0,"1","2"
2020-11-11,Tirana,"8 km/h",15.75,0.0,"1","2"
2020-11-12,Tirana,"9 km/h",15.0,0.0,"1","2"
2020-11-13,Tirana,"9 km/h",13.875,0.24999999999999997,"1","2"
2020-11-14,Tirana,"8 km/h",13.875,0.0,"0","2"
2020-11-15,Tirana,"7 km/h",13.625,0.0,"0","2"
2020-11-16,Tirana,"7 km/h",14.75,0.0,"1","2"
2020-11-17,Tirana,"8 km/h",14.375,0.05,"1","2"
2020-11-18,Tirana,"9 km/h",15.25,0.0,"1","2"
2020-11-19,Tirana,"8 km/h",14.375,0.0,"1","2"
2020-11-20,Tirana,"9 km/h",12.625,0.0,"1","2"
2020-11-21,Tirana,"17 km/h",9.75,0.0,"0","2"
2020-11-22,Tirana,"9 km/h",10.375,0.0,"0","2"
2020-11-23,Tirana,"9 km/h",12.0,0.0,"1","2"
2020-11-24,Tirana,"8 km/h",11.75,0.0,"1","2"
2020-11-25,Tirana,"8 km/h",12.75,0.0,"1","2"
2020-11-26,Tirana,"8 km/h",12.75,0.0,"1","2"
2020-11-27,Tirana,"7 km/h",12.75,0.0,"1","2"
2020-11-28,Tirana,"8 km/h",11.0,0.0,"0","2"
2020-11-29,Tirana,"9 km/h",11.875,0.037500000000000006,"0","2"
2020-11-30,Tirana,"9 km/h",11.125,0.0,"1","2"
2020-12-01,Tirana,"9 km/h",9.5,0.0,"1","2"
2020-12-02,Tirana,"6 km/h",10.375,0.0,"1","2"
2020-12-03,Tirana,"24 km/h",10.125,2.4,"1","2"
2020-12-04,Tirana,"23 km/h",10.75,0.12500000000000003,"1","2"
2020-12-05,Tirana,"15 km/h",10.625,0.0125,"0","2"
2020-12-06,Tirana,"43 km/h",9.625,0.0,"0","2"
2020-12-07,Tirana,"9 km/h",7.375,4.9625,"1","2"
2020-12-08,Tirana,"19 km/h",7.625,0.0,"1","2"
2020-12-09,Tirana,"36 km/h",7.0,5.175,"1","2"
2020-12-10,Tirana,"6 km/h",7.75,2.7624999999999993,"1","2"
2020-12-11,Tirana,"23 km/h",5.625,1.9,"1","2"
2020-12-12,Tirana,"9 km/h",8.375,1.1875,"0","2"
2020-12-13,Tirana,"9 km/h",9.0,0.0,"0","2"
2020-12-14,Tirana,"9 km/h",8.375,0.0,"1","2"
2020-12-15,Tirana,"9 km/h",10.5,0.0,"1","2"
2020-12-16,Tirana,"8 km/h",9.5,0.0,"1","2"
2020-12-17,Tirana,"6 km/h",11.875,0.0,"1","2"
2020-12-18,Tirana,"6 km/h",10.875,0.0,"1","2"
2020-12-19,Tirana,"7 km/h",9.875,0.0,"0","2"
2020-12-20,Tirana,"8 km/h",10.0,0.0,"0","2"
2020-12-21,Tirana,"6 km/h",11.5,0.0,"1","2"
2020-12-22,Tirana,"8 km/h",11.125,0.0,"1","3"
2020-12-23,Tirana,"9 km/h",9.625,0.0,"1","3"
2020-12-24,Tirana,"9 km/h",9.0,0.0,"1","3"
2020-12-25,Tirana,"26 km/h",12.625,1.225,"1","3"
2020-12-26,Tirana,"9 km/h",11.75,1.3375,"0","3"
2020-12-27,Tirana,"9 km/h",10.375,3.425,"0","3"
2020-12-28,Tirana,"41 km/h",6.5,0.925,"1","3"
2020-12-29,Tirana,"53 km/h",8.625,1.725,"1","3"
2020-12-30,Tirana,"28 km/h",11.75,0.08750000000000001,"1","3"
2020-12-31,Tirana,"8 km/h",9.625,7.8500000000000005,"1","3"
2021-01-01,Tirana,"8 km/h",8.875,0.1875,"1","3"
2021-01-02,Tirana,"9 km/h",9.875,0.0,"0","3"
2021-01-03,Tirana,"18 km/h",8.875,0.975,"0","3"
2021-01-04,Tirana,"9 km/h",6.875,1.475,"1","3"
2021-01-05,Tirana,"19 km/h",8.0,0.8375,"1","3"
2021-01-06,Tirana,"24 km/h",8.25,3.5124999999999997,"1","3"
2021-01-07,Tirana,"7 km/h",9.625,6.4875,"1","3"
2021-01-08,Tirana,"8 km/h",10.5,11.224999999999998,"1","3"
2021-01-09,Tirana,"9 km/h",8.75,3.1625,"0","3"
2021-01-10,Tirana,"9 km/h",13.625,5.425,"0","3"
2021-01-11,Tirana,"9 km/h",11.875,3.7249999999999996,"1","3"
2021-01-12,Tirana,"9 km/h",6.625,0.05,"1","3"
2021-01-13,Tirana,"9 km/h",5.875,0.875,"1","3"
2021-01-14,Tirana,"9 km/h",4.625,0.925,"1","3"
2021-01-15,Tirana,"8 km/h",2.25,0.0125,"1","3"
2021-01-16,Tirana,"8 km/h",2.125,0.0,"0","3"
2021-01-17,Tirana,"9 km/h",-0.625,0.0,"0","3"
2021-01-18,Tirana,"9 km/h",-1.0,0.0,"1","3"
2021-01-19,Tirana,"9 km/h",1.25,0.0,"1","3"
2021-01-20,Tirana,"8 km/h",3.5,0.0,"1","3"
2021-01-21,Tirana,"21 km/h",8.0,0.12499999999999999,"1","3"
2021-01-22,Tirana,"27 km/h",9.0,0.5875,"1","3"
2021-01-23,Tirana,"28 km/h",7.75,7.175000000000001,"0","3"
2021-01-24,Tirana,"51 km/h",7.375,3.325,"0","3"
2021-01-25,Tirana,"42 km/h",8.25,7.125,"1","3"
2021-01-26,Tirana,"9 km/h",6.625,5.4875,"1","3"
2021-01-27,Tirana,"24 km/h",1.75,0.0,"1","3"
2021-01-28,Tirana,"8 km/h",3.125,0.0,"1","3"
2021-01-29,Tirana,"9 km/h",7.25,0.0875,"1","3"
2021-01-30,Tirana,"9 km/h",10.25,3.5749999999999997,"0","3"
2021-01-31,Tirana,"21 km/h",10.5,2.6,"0","3"
2021-02-01,Tirana,"18 km/h",9.0,2.45,"1","3"
2021-02-02,Tirana,"8 km/h",8.625,0.55,"1","3"
2021-02-03,Tirana,"9 km/h",11.0,0.0,"1","3"
2021-02-04,Tirana,"9 km/h",12.75,0.0,"1","3"
2021-02-05,Tirana,"9 km/h",12.75,0.0,"1","3"
2021-02-06,Tirana,"8 km/h",13.75,0.0,"0","3"
2021-02-07,Tirana,"27 km/h",14.0,0.0,"0","3"
2021-02-08,Tirana,"8 km/h",11.0,5.0,"1","3"
2021-02-09,Tirana,"32 km/h",8.75,3.15,"1","3"
2021-02-10,Tirana,"28 km/h",11.875,0.45,"1","3"
2021-02-11,Tirana,"7 km/h",10.625,6.35,"1","3"
2021-02-12,Tirana,"8 km/h",7.0,0.125,"1","3"
2021-02-13,Tirana,"8 km/h",3.75,3.3625,"0","3"
2021-02-14,Tirana,"24 km/h",-4.5,2.1,"0","3"
2021-02-15,Tirana,"23 km/h",-4.0,0.0,"1","3"
2021-02-16,Tirana,"8 km/h",0.0,0.0,"1","3"
2021-02-17,Tirana,"9 km/h",3.0,0.0,"1","3"
2021-02-18,Tirana,"9 km/h",5.75,0.0,"1","3"
2021-02-19,Tirana,"9 km/h",8.125,0.0,"1","3"
2021-02-20,Tirana,"8 km/h",7.75,0.09999999999999999,"0","3"
2021-02-21,Tirana,"8 km/h",8.875,0.0,"0","3"
2021-02-22,Tirana,"8 km/h",10.0,0.0,"1","3"
2021-02-23,Tirana,"6 km/h",10.5,0.0,"1","3"
2021-02-24,Tirana,"9 km/h",12.75,0.0,"1","3"
2021-02-25,Tirana,"8 km/h",14.875,0.0,"1","3"
2021-02-26,Tirana,"9 km/h",14.125,0.0,"1","3"
2021-02-27,Tirana,"9 km/h",13.75,0.0,"0","3"
2021-02-28,Tirana,"9 km/h",10.75,0.0,"0","3"
2021-03-01,Tirana,"8 km/h",10.125,0.0,"1","3"
2021-03-02,Tirana,"8 km/h",10.625,0.0,"1","3"
2021-03-03,Tirana,"8 km/h",11.875,0.0,"1","3"
2021-03-04,Tirana,"9 km/h",11.75,0.0,"1","3"
2021-03-05,Tirana,"9 km/h",9.125,0.05,"1","3"
2021-03-06,Tirana,"9 km/h",9.0,0.5750000000000001,"0","3"
2021-03-07,Tirana,"9 km/h",9.0,0.0,"0","3"
2021-03-08,Tirana,"8 km/h",9.375,0.0,"1","3"
2021-03-09,Tirana,"9 km/h",9.375,0.375,"1","3"
2021-03-10,Tirana,"8 km/h",9.125,4.675000000000001,"1","3"
2021-03-11,Tirana,"9 km/h",6.0,0.075,"1","3"
2021-03-12,Tirana,"9 km/h",7.375,0.0,"1","3"
2021-03-13,Tirana,"9 km/h",10.625,0.1,"0","3"
2021-03-14,Tirana,"9 km/h",11.75,0.575,"0","3"
2021-03-15,Tirana,"30 km/h",7.5,2.425,"1","3"
2021-03-16,Tirana,"9 km/h",7.375,0.025,"1","3"
2021-03-17,Tirana,"9 km/h",6.875,0.18749999999999997,"1","3"
2021-03-18,Tirana,"9 km/h",6.5,0.1625,"1","3"
2021-03-19,Tirana,"9 km/h",7.25,0.0,"1","3"
2021-03-20,Tirana,"8 km/h",6.875,0.6875,"0","3"
2021-03-21,Tirana,"16 km/h",5.125,5.6125,"0","0"
2021-03-22,Tirana,"9 km/h",6.25,4.112500000000001,"1","0"
2021-03-23,Tirana,"21 km/h",5.875,0.0625,"1","0"
2021-03-24,Tirana,"8 km/h",4.25,0.05,"1","0"
2021-03-25,Tirana,"16 km/h",6.375,0.0,"1","0"
2021-03-26,Tirana,"9 km/h",8.375,0.0,"1","0"
2021-03-27,Tirana,"9 km/h",9.875,0.0,"0","0"
2021-03-28,Tirana,"7 km/h",11.375,0.0,"0","0"
2021-03-29,Tirana,"7 km/h",12.0,0.025,"1","0"
2021-03-30,Tirana,"17 km/h",12.75,0.0,"1","0"
2021-03-31,Tirana,"9 km/h",14.0,0.0,"1","0"
2021-04-01,Tirana,"8 km/h",13.25,0.0,"1","0"
2021-04-02,Tirana,"9 km/h",13.125,0.0125,"1","0"
2021-04-03,Tirana,"5 km/h",14.5,0.6875,"0","0"
2021-04-04,Tirana,"9 km/h",8.625,3.6624999999999996,"0","0"
2021-04-05,Tirana,"9 km/h",8.75,0.0,"1","0"
2021-04-06,Tirana,"7 km/h",10.125,0.0125,"1","0"
2021-04-07,Tirana,"7 km/h",7.375,3.6374999999999997,"1","0"
2021-04-08,Tirana,"9 km/h",6.75,0.15,"1","0"
2021-04-09,Tirana,"9 km/h",8.75,0.0,"1","0"
2021-04-10,Tirana,"9 km/h",9.75,0.0,"0","0"
2021-04-11,Tirana,"9 km/h",10.875,0.0,"0","0"
2021-04-12,Tirana,"8 km/h",12.25,0.0,"1","0"
2021-04-13,Tirana,"9 km/h",11.625,0.36250000000000004,"1","0"
2021-04-14,Tirana,"6 km/h",8.75,2.6625,"1","0"
2021-04-15,Tirana,"8 km/h",8.375,0.025,"1","0"
2021-04-16,Tirana,"9 km/h",11.375,0.08750000000000001,"1","0"
2021-04-17,Tirana,"6 km/h",11.125,0.5125,"0","0"
2021-04-18,Tirana,"9 km/h",10.125,1.9625,"0","0"
2021-04-19,Tirana,"8 km/h",10.0,4.4375,"1","0"
2021-04-20,Tirana,"9 km/h",10.125,2.125,"1","0"
2021-04-21,Tirana,"8 km/h",11.75,0.09999999999999999,"1","0"
2021-04-22,Tirana,"8 km/h",12.5,0.05,"1","0"
2021-04-23,Tirana,"6 km/h",11.625,1.3375,"1","0"
2021-04-24,Tirana,"9 km/h",12.0,0.9125,"0","0"
2021-04-25,Tirana,"9 km/h",13.5,0.0,"0","0"
2021-04-26,Tirana,"9 km/h",15.125,0.0,"1","0"
2021-04-27,Tirana,"9 km/h",15.5,0.025,"1","0"
2021-04-28,Tirana,"9 km/h",17.0,0.0,"1","0"
2021-04-29,Tirana,"9 km/h",18.5,0.0,"1","0"
2021-04-30,Tirana,"8 km/h",21.0,0.0,"1","0"
2020-01-01,Vienna,"8 km/h",3.0,0.0,"1","3"
2020-01-02,Vienna,"6 km/h",3.875,0.0,"1","3"
2020-01-03,Vienna,"9 km/h",1.0,0.0,"1","3"
2020-01-04,Vienna,"45 km/h",5.25,0.05,"0","3"
2020-01-05,Vienna,"44 km/h",2.5,0.125,"0","3"
2020-01-06,Vienna,"9 km/h",1.5,0.0,"1","3"
2020-01-07,Vienna,"8 km/h",1.625,0.0,"1","3"
2020-01-08,Vienna,"9 km/h",2.25,0.0,"1","3"
2020-01-09,Vienna,"9 km/h",2.875,0.0,"1","3"
2020-01-10,Vienna,"8 km/h",1.5,0.0,"1","3"
2020-01-11,Vienna,"35 km/h",4.0,0.0,"0","3"
2020-01-12,Vienna,"9 km/h",2.5,0.0,"0","3"
2020-01-13,Vienna,"8 km/h",2.75,0.0,"1","3"
2020-01-14,Vienna,"17 km/h",0.625,0.0,"1","3"
2020-01-15,Vienna,"32 km/h",1.875,0.0,"1","3"
2020-01-16,Vienna,"9 km/h",2.75,0.0,"1","3"
2020-01-17,Vienna,"28 km/h",1.5,0.0,"1","3"
2020-01-18,Vienna,"7 km/h",-0.5,0.375,"0","3"
2020-01-19,Vienna,"19 km/h",1.625,0.4,"0","3"
2020-01-20,Vienna,"8 km/h",2.25,0.7124999999999999,"1","3"
2020-01-21,Vienna,"7 km/h",1.125,0.0,"1","3"
2020-01-22,Vienna,"8 km/h",0.875,0.0,"1","3"
2020-01-23,Vienna,"5 km/h",0.875,0.0,"1","3"
2020-01-24,Vienna,"8 km/h",0.875,0.0,"1","3"
2020-01-25,Vienna,"7 km/h",0.75,0.0,"0","3"
2020-01-26,Vienna,"8 km/h",0.125,0.0,"0","3"
2020-01-27,Vienna,"8 km/h",1.5,0.0,"1","3"
2020-01-28,Vienna,"9 km/h",1.875,0.3375,"1","3"
2020-01-29,Vienna,"36 km/h",2.875,0.20000000000000004,"1","3"
2020-01-30,Vienna,"35 km/h",4.25,0.037500000000000006,"1","3"
2020-01-31,Vienna,"40 km/h",8.375,0.0,"1","3"
2020-02-01,Vienna,"9 km/h",10.25,0.0,"0","3"
2020-02-02,Vienna,"48 km/h",10.125,0.37500000000000006,"0","3"
2020-02-03,Vienna,"51 km/h",9.375,2.0,"1","3"
2020-02-04,Vienna,"54 km/h",6.625,0.1375,"1","3"
2020-02-05,Vienna,"44 km/h",3.5,0.0,"1","3"
2020-02-06,Vienna,"32 km/h",2.875,0.0,"1","3"
2020-02-07,Vienna,"6 km/h",3.75,0.0,"1","3"
2020-02-08,Vienna,"5 km/h",3.125,0.0,"0","3"
2020-02-09,Vienna,"9 km/h",2.625,0.0,"0","3"
2020-02-10,Vienna,"8 km/h",6.25,0.0,"1","3"
2020-02-11,Vienna,"8 km/h",6.125,1.0999999999999999,"1","3"
2020-02-12,Vienna,"36 km/h",4.625,0.5375,"1","3"
2020-02-13,Vienna,"9 km/h",5.5,0.75,"1","3"
2020-02-14,Vienna,"31 km/h",6.875,0.08750000000000001,"1","3"
2020-02-15,Vienna,"8 km/h",6.125,0.0,"0","3"
2020-02-16,Vienna,"30 km/h",6.875,0.0,"0","3"
2020-02-17,Vienna,"9 km/h",7.75,0.0125,"1","3"
2020-02-18,Vienna,"31 km/h",8.625,0.05,"1","3"
2020-02-19,Vienna,"28 km/h",6.875,0.0125,"1","3"
2020-02-20,Vienna,"9 km/h",5.25,0.0125,"1","3"
2020-02-21,Vienna,"48 km/h",5.625,0.1375,"1","3"
2020-02-22,Vienna,"15 km/h",6.75,0.0,"0","3"
2020-02-23,Vienna,"54 km/h",10.125,0.35,"0","3"
2020-02-24,Vienna,"7 km/h",8.0,0.5,"1","3"
2020-02-25,Vienna,"22 km/h",10.125,0.0125,"1","3"
2020-02-26,Vienna,"33 km/h",7.0,0.3,"1","3"
2020-02-27,Vienna,"35 km/h",5.25,0.0,"1","3"
2020-02-28,Vienna,"44 km/h",5.25,0.1375,"1","3"
2020-02-29,Vienna,"9 km/h",5.5,0.0,"0","3"
2020-03-01,Vienna,"9 km/h",5.5,0.6249999999999999,"0","3"
2020-03-02,Vienna,"47 km/h",8.75,1.1749999999999998,"1","3"
2020-03-03,Vienna,"49 km/h",8.0,0.3125,"1","3"
2020-03-04,Vienna,"26 km/h",6.375,0.0125,"1","3"
2020-03-05,Vienna,"7 km/h",6.875,0.0,"1","3"
2020-03-06,Vienna,"9 km/h",6.875,1.6874999999999998,"1","3"
2020-03-07,Vienna,"30 km/h",7.25,0.08750000000000001,"0","3"
2020-03-08,Vienna,"8 km/h",6.25,0.0,"0","3"
2020-03-09,Vienna,"9 km/h",6.25,0.0,"1","3"
2020-03-10,Vienna,"31 km/h",7.625,0.07500000000000001,"1","3"
2020-03-11,Vienna,"39 km/h",12.875,0.0625,"1","3"
2020-03-12,Vienna,"27 km/h",13.875,0.0375,"1","3"
2020-03-13,Vienna,"36 km/h",11.125,0.17500000000000002,"1","3"
2020-03-14,Vienna,"23 km/h",7.125,0.0,"0","3"
2020-03-15,Vienna,"9 km/h",5.75,0.0,"0","3"
2020-03-16,Vienna,"41 km/h",7.375,0.0,"1","3"
2020-03-17,Vienna,"6 km/h",9.875,0.0,"1","3"
2020-03-18,Vienna,"9 km/h",13.125,0.0,"1","3"
2020-03-19,Vienna,"8 km/h",15.0,0.0,"1","3"
2020-03-20,Vienna,"9 km/h",14.125,0.0,"1","3"
2020-03-21,Vienna,"8 km/h",7.875,1.1,"0","0"
2020-03-22,Vienna,"26 km/h",2.375,0.05,"0","0"
2020-03-23,Vienna,"28 km/h",1.375,0.0,"1","0"
2020-03-24,Vienna,"19 km/h",2.25,0.0,"1","0"
2020-03-25,Vienna,"9 km/h",2.25,0.0,"1","0"
